"","pn","ay","out_cit"
"1","US2478206",1944,"US0906133"
"2","US2478206",1944,"US2168726"
"3","US2478206",1944,"US0996324"
"4","US2478206",1944,"US1055308"
"5","US2478206",1944,"DK50224C"
"6","US2478206",1944,"US1056288"
"7","US2478206",1944,"US0760037"
"8","US2478206",1944,"US0864400"
"9","US2478206",1944,"US2404767"
"10","US2478206",1944,"US2409446"
"11","US2478206",1944,"US1017564"
"12","US2478206",1944,"US0910036"
"13","US2478206",1944,"US2292288"
"14","US2505660",NA,"US1929778"
"15","US2505660",NA,"US2396911"
"16","US2505660",NA,"US0790406"
"17","US2505660",NA,"FR401863A"
"18","US2505660",NA,"FR411473A"
"19","US2505660",NA,"US2026885"
"20","US2505660",NA,"US2405919"
"21","US2514408",1948,"GB587528A"
"22","US2514408",1948,"US2410804"
"23","US2541098",1948,"US2404767"
"24","US2541098",1948,"US2232670"
"25","US2541098",1948,"US2286908"
"26","US2541098",1948,"US0004181"
"27","US2541098",1948,"US1017564"
"28","US2541098",1948,"US2478206"
"29","US2541098",1948,"US1116257"
"30","US2692724",1945,"US2396911"
"31","US2692724",1945,"US2417845"
"32","US2692724",1945,"US2411124"
"33","US2692724",1945,"GB190514641A"
"34","US2692724",1945,"US2453547"
"35","US2692724",1945,"US2405919"
"36","US2692724",1945,"US2372467"
"37","US2692724",1945,"US2426098"
"38","US2692724",1945,"US2168726"
"39","US2692724",1945,"US2409177"
"40","US2692724",1945,"AT76744B"
"41","US2692724",1945,"CH215484A"
"42","US2937495",1957,"US2611532"
"43","US2937495",1957,"US2461242"
"44","US2937495",1957,"US2614385"
"45","US2937495",1957,"US2692724"
"46","US2937495",1957,"DE809864A"
"47","US2937495",1957,"US2548975"
"48","US2937495",1957,"US2505660"
"49","US2937495",1957,"US2711631"
"50","US2937495",1957,"US2430399"
"51","US2989843",1953,"US2504181"
"52","US2989843",1953,"GB585344A"
"53","US2989843",1953,"US1802860"
"54","US2989843",1953,"US2455458"
"55","US2989843",1953,"US1714917"
"56","US2989843",1953,"GB588096A"
"57","US3009318",1960,"US2527732"
"58","US3009318",1960,"US1779050"
"59","US3009318",1960,"DE866145C"
"60","US3009318",1960,"GB586572A"
"61","US3009318",1960,"US2663494"
"62","US3009318",1960,"US2692724"
"63","US3009318",1960,"US2587649"
"64","US3063661",1958,"US2458600"
"65","US3063661",1958,"US2664700"
"66","US3063661",1958,"US2680346"
"67","US3063661",1958,"US2781634"
"68","US3063661",1958,"GB672660A"
"69","US3063661",1958,"US2580591"
"70","US3063661",1958,"GB744196A"
"71","US3063661",1958,"US1949041"
"72","US3070285",1960,"US2961150"
"73","US3070285",1960,"US2937495"
"74","US3070285",1960,"US2692724"
"75","US3070285",1960,"US2411124"
"76","US3070285",1960,"US2999631"
"77","US3131536",1962,"US3069848"
"78","US3131536",1962,"US2505660"
"79","US3131536",1962,"US2504181"
"80","US3182898",1963,"US2450745"
"81","US3182898",1963,"GB676769A"
"82","US3182898",1963,"NL65557C"
"83","US3182898",1963,"US2702985"
"84","US3182898",1963,"US2659528"
"85","US3267667",1964,"DE884930C"
"86","US3267667",1964,"US2974900"
"87","US3267667",1964,"US3061243"
"88","US3267667",1964,"US2777649"
"89","US3267667",1964,"US3203645"
"90","US3283509",1964,"GB880606A"
"91","US3283509",1964,"US2690809"
"92","US3283509",1964,"US2978205"
"93","US3283509",1964,"FR1033849A"
"94","US3283509",1964,"US3170285"
"95","US3283509",1964,"US2592938"
"96","US3283509",1964,"US3007309"
"97","US3299961",1965,"GB938459A"
"98","US3299961",1965,"GB800222A"
"99","US3332242",1965,"US3222017"
"100","US3332242",1965,"US2961150"
"101","US3332242",1965,"US3045965"
"102","US3348379",1964,"US3107690"
"103","US3348379",1964,"US3070285"
"104","US3348379",1964,"US2994472"
"105","US3348379",1964,"US3100627"
"106","US3363419",1966,"US3302924"
"107","US3363419",1966,"GB587571A"
"108","US3363419",1966,"US2929755"
"109","US3363419",1966,"US2191341"
"110","US3363419",1966,"US3009630"
"111","US3363419",1966,"US2478206"
"112","US3368352",1966,"FR1264988A"
"113","US3368352",1966,"GB625802A"
"114","US3368352",1966,"US3016698"
"115","US3368352",1966,"DE1081277B"
"116","US3368352",1966,"US3153906"
"117","US3375996",1967,"US2941749"
"118","US3375996",1967,"US3263416"
"119","US3375996",1967,"US2650666"
"120","US3381475",1966,"BE540171A"
"121","US3381475",1966,"US2478206"
"122","US3381475",1966,"GB586557A"
"123","US3381475",1966,"US3282053"
"124","US3381475",1966,"US2505660"
"125","US3385064",1967,"US2430399"
"126","US3385064",1967,"US3273340"
"127","US3390527",1967,"GB943626A"
"128","US3390527",1967,"US2952973"
"129","US3390527",1967,"FR905229A"
"130","US3391540",1966,"US2404767"
"131","US3391540",1966,"US2451944"
"132","US3393518",1967,"US3174282"
"133","US3393518",1967,"US3289409"
"134","US3393518",1967,"US3027710"
"135","US3393518",1967,"DE916607C"
"136","US3393518",1967,"US2664700"
"137","US3393518",1967,"US3033494"
"138","US3434288",1967,"US3313105"
"139","US3434288",1967,"US3279182"
"140","US3434288",1967,"GB980368A"
"141","US3434288",1967,"US2575682"
"142","US3434288",1967,"US3273340"
"143","US3434288",1967,"US3280561"
"144","US3434288",1967,"US2803943"
"145","US3462953",1967,"GB577017A"
"146","US3462953",1967,"US2416389"
"147","US3462953",1967,"US2526409"
"148","US3462953",1967,"US3253406"
"149","US3462953",1967,"US3363419"
"150","US3462953",1967,"US2575682"
"151","US3462953",1967,"US3269120"
"152","US3472321",1967,"DE332943A"
"153","US3472321",1967,"US2670050"
"154","US3472321",1967,"US3153907"
"155","US3477231",1967,"US3303653"
"156","US3477231",1967,"GB937826A"
"157","US3477231",1967,"US3346174"
"158","US3477231",1967,"US2869670"
"159","US3477231",1967,"GB935119A"
"160","US3486328",1967,"US3368352"
"161","US3486328",1967,"US2405919"
"162","US3486328",1967,"GB586572A"
"163","US3489338",1967,"CH244980A"
"164","US3489338",1967,"US3009318"
"165","US3489338",1967,"DE866145C"
"166","US3489338",1967,"CA502514A"
"167","US3494129",1968,"US3390527"
"168","US3494129",1968,"US3398535"
"169","US3494129",1968,"GB617164A"
"170","US3505819",1968,"US3363419"
"171","US3505819",1968,"US2998700"
"172","US3505819",1968,"US3197124"
"173","US3505819",1968,"US2689681"
"174","US3505819",1968,"US2526409"
"175","US3505819",1968,"US3075743"
"176","US3505819",1968,"GB180299A"
"177","US3505819",1968,"US3330475"
"178","US3505819",1968,"US3194487"
"179","US3520138",1969,"US3449914"
"180","US3520138",1969,"US3375996"
"181","US3520138",1969,"US3465526"
"182","US3520138",1969,"GB1001624A"
"183","US3520138",1969,"US3472487"
"184","US3524318",1968,"US2430399"
"185","US3524318",1968,"US3391540"
"186","US3524318",1968,"US3465524"
"187","US3524318",1968,"US3363831"
"188","US3528246",1966,"GB586566A"
"189","US3528246",1966,"US3279181"
"190","US3533237",1967,"US3095166"
"191","US3533237",1967,"US3241313"
"192","US3533237",1967,"US2416389"
"193","US3533237",1967,"US3238716"
"194","US3533237",1967,"US3161018"
"195","US3533237",1967,"US3036431"
"196","US3534557",1968,"US2526409"
"197","US3534557",1968,"US2430399"
"198","US3534557",1968,"US2704645"
"199","US3534557",1968,"US2360130"
"200","US3534557",1968,"US3332241"
"201","US3546882",1968,"FR1094635A"
"202","US3546882",1968,"US2987873"
"203","US3546882",1968,"US3095166"
"204","US3546882",1968,"US3273340"
"205","US3546882",1968,"US2958505"
"206","US3546882",1968,"GB879969A"
"207","US3546882",1968,"US3060680"
"208","US3572960",1969,"US2489683"
"209","US3572960",1969,"US3237850"
"210","US3572960",1969,"US3420502"
"211","US3572960",1969,"US2944729"
"212","US3572960",1969,"CH225231A"
"213","US3574477",1969,"US1868008"
"214","US3574477",1969,"US2678537"
"215","US3574477",1969,"GB287051A"
"216","US3574477",1969,"US2555312"
"217","US3574477",1969,"AU126978B"
"218","US3574477",1969,"US3058528"
"219","US3574477",1969,"US2949164"
"220","US3574477",1969,"US1308527"
"221","US3574477",1969,"GB226203A"
"222","US3574477",1969,"US3477231"
"223","US3574477",1969,"US3270953"
"224","US3574477",1969,"US3006603"
"225","US3574477",1969,"US2028985"
"226","US3574477",1969,"CA569218A"
"227","US3574477",1969,"US1035364"
"228","US3603082",1970,"GB978890A"
"229","US3603082",1970,"US2611241"
"230","US3603082",1970,"US2924937"
"231","US3603082",1970,"US3321912"
"232","US3603082",1970,"US3433015"
"233","US3603082",1970,"US3269120"
"234","US3617147",1969,"US2069640"
"235","US3617147",1969,"US3472321"
"236","US3617147",1969,"US3332241"
"237","US3660981",1970,"US3121414"
"238","US3660981",1970,"US3266243"
"239","US3660981",1970,"US3474966"
"240","US3660981",1970,"US3280560"
"241","US3660981",1970,"US3143856"
"242","US3660981",1970,"US3482804"
"243","US3660981",1970,"US3577736"
"244","US3673802",1970,"US3391540"
"245","US3673802",1970,"US3448582"
"246","US3673802",1970,"US3381475"
"247","US3703081",1970,"US3534557"
"248","US3703081",1970,"US3325088"
"249","US3703081",1970,"US2416389"
"250","US3703081",1970,"US2244467"
"251","US3703081",1970,"US3269114"
"252","US3703081",1970,"US3390527"
"253","US3703081",1970,"US2722373"
"254","US3703081",1970,"US3122886"
"255","US3703081",1970,"US3589132"
"256","US3703081",1970,"US3448582"
"257","US3703081",1970,"US3088278"
"258","US3703081",1970,"GB876862A"
"259","US3703081",1970,"US3391540"
"260","US3713748",1971,"US3486328"
"261","US3713748",1971,"US3471080"
"262","US3713748",1971,"US3283995"
"263","US3713748",1971,"US3112865"
"264","US3720060",1970,"US3390527"
"265","US3720060",1970,"US2528635"
"266","US3720060",1970,"US3616616"
"267","US3720060",1970,"US2711631"
"268","US3720060",1970,"US3468473"
"269","US3720060",1970,"US3476486"
"270","US3729957",1971,"GB878934A"
"271","US3729957",1971,"US3673802"
"272","US3729957",1971,"US3646834"
"273","US3729957",1971,"US3620021"
"274","US3735593",1971,"US2618433"
"275","US3735593",1971,"US2692724"
"276","US3735593",1971,"US3494129"
"277","US3735593",1971,"US2848155"
"278","US3735593",1971,"US3447741"
"279","US3735593",1971,"US3632223"
"280","US3735593",1971,"US3572960"
"281","US3747343",1972,"US3620021"
"282","US3747343",1972,"US3472321"
"283","US3747343",1972,"GB1196588A"
"284","US3747343",1972,"US3618699"
"285","US3747343",1972,"US3448582"
"286","US3747343",1972,"US3505819"
"287","US3768933",1971,"US3549272"
"288","US3768933",1971,"US3199773"
"289","US3768933",1971,"US3673802"
"290","US3777489",1972,"US2682363"
"291","US3777489",1972,"US3597106"
"292","US3777489",1972,"US2986231"
"293","US3777489",1972,"US2863288"
"294","US3777489",1972,"US3394543"
"295","US3783618",1972,"US3056565"
"296","US3783618",1972,"US3273339"
"297","US3783618",1972,"US2940689"
"298","US3783618",1972,"US3603082"
"299","US3783618",1972,"FR1297540A"
"300","US3783618",1972,"GB1002462A"
"301","US3783618",1972,"US3496725"
"302","US3783618",1972,"US3084889"
"303","US3792586",1973,"US2803943"
"304","US3811791",1973,"US2478206"
"305","US3811791",1973,"US2613749"
"306","US3811791",1973,"US3720060"
"307","US3811791",1973,"US2505660"
"308","US3811791",1973,"US3273654"
"309","US3814549",1972,"US3301009"
"310","US3814549",1972,"US1935683"
"311","US3814549",1972,"US3632222"
"312","US3814549",1972,"US2850876"
"313","US3814549",1972,"US3000197"
"314","US3830058",1973,"US3750983"
"315","US3830058",1973,"US3264482"
"316","US3830058",1973,"US3190591"
"317","US3830058",1973,"US3673802"
"318","US3830058",1973,"US3540682"
"319","US3830058",1973,"US3390527"
"320","US3830058",1973,"US3688560"
"321","US3830058",1973,"US3327473"
"322","US3830058",1973,"US3494129"
"323","US3830058",1973,"GB937826A"
"324","US3830058",1973,"US2539960"
"325","US3830058",1973,"US3792586"
"326","US3830058",1973,"US3398535"
"327","US3830058",1973,"DE1503604A1"
"328","US3844677",1973,"US3614260"
"329","US3844677",1973,"US3305215"
"330","US3844677",1973,"US2149510"
"331","US3844677",1973,"US2783008"
"332","US3844677",1973,"DE1456065A1"
"333","US3844677",1973,"US3611724"
"334","US3844677",1973,"US3347520"
"335","US3844677",1973,"US2918978"
"336","US3844677",1973,"US3572960"
"337","US3861139",1973,"US3729957"
"338","US3861139",1973,"US3620020"
"339","US3861139",1973,"US2360130"
"340","US3861139",1973,"US3385064"
"341","US3861139",1973,"US3703081"
"342","US3861139",1973,"US3391540"
"343","US3861139",1973,"US2548975"
"344","US3861139",1973,"US3524318"
"345","US3861139",1973,"US3620009"
"346","US3861139",1973,"US2505660"
"347","US3861139",1973,"US3673802"
"348","US3861139",1973,"US3448582"
"349","US3861139",1973,"US3528246"
"350","US3881315",1973,"US3068646"
"351","US3881315",1973,"US3261164"
"352","US3881315",1973,"US3374630"
"353","US3881315",1973,"US3060679"
"354","US3881315",1973,"US3368352"
"355","US3881315",1973,"US3044258"
"356","US3881315",1973,"US3017140"
"357","US3886737",1973,"US3182898"
"358","US3886737",1973,"US2934889"
"359","US3886737",1973,"US3463402"
"360","US3886737",1973,"US3481427"
"361","US3886737",1973,"US2944623"
"362","US3886737",1973,"US3713748"
"363","US3886737",1973,"US3308625"
"364","US3886737",1973,"US3599749"
"365","US3886737",1973,"US3542152"
"366","US3886737",1973,"US3477231"
"367","US3892069",1972,"US3310940"
"368","US3892069",1972,"US3283509"
"369","US3892069",1972,"US2689681"
"370","US3892069",1972,"US3269120"
"371","US3892069",1972,"US2924937"
"372","US3892069",1972,"US3603082"
"373","US3896615",1974,"US3520138"
"374","US3896615",1974,"US3044258"
"375","US3908362",1971,"GB704669A"
"376","US3908362",1971,"US3097700"
"377","US3908362",1971,"US3100964"
"378","US3908362",1971,"US3161237"
"379","US3908362",1971,"GB736003A"
"380","US3908362",1971,"GB1190365A"
"381","US3908362",1971,"US3476486"
"382","US3908362",1971,"US2686631"
"383","US3922852",1973,"US2440046"
"384","US3922852",1973,"US1942100"
"385","US3922852",1973,"FR544419A"
"386","US3922852",1973,"US3528752"
"387","US3922852",1973,"US3549272"
"388","US3922852",1973,"US3396905"
"389","US3935704",1974,"US2230708"
"390","US3935704",1974,"US3866415"
"391","US3964257",1975,"US2958457"
"392","US3964257",1975,"US3638428"
"393","US3964257",1975,"US3108767"
"394","US3964257",1975,"US3688504"
"395","US3967443",1975,"US3279192"
"396","US3967443",1975,"US3729934"
"397","US3967443",1975,"US3756026"
"398","US3967443",1975,"US2629569"
"399","US3967443",1975,"US2623352"
"400","US3967443",1975,"US3380663"
"401","US3967443",1975,"US3258913"
"402","US4050242",1975,"US3797233"
"403","US4050242",1975,"US3854286"
"404","US4050242",1975,"US3893297"
"405","US4050242",1975,"US3374631"
"406","US4050242",1975,"US3612400"
"407","US4050242",1975,"US3879941"
"408","US4050242",1975,"US3938328"
"409","US4055042",1976,"US3879941"
"410","US4055042",1976,"US3546882"
"411","US4055042",1976,"US3494129"
"412","US4055042",1976,"US2923125"
"413","US4055946",1976,"US3898799"
"414","US4055946",1976,"US3971208"
"415","US4055946",1976,"US3809490"
"416","US4055946",1976,"US3688504"
"417","US4055946",1976,"US3091080"
"418","US4055946",1976,"US3638428"
"419","US4055946",1976,"US2837269"
"420","US4062185",1976,"US2952973"
"421","US4062185",1976,"US3488947"
"422","US4062185",1976,"US3940926"
"423","US4062186",1976,"US3940926"
"424","US4062186",1976,"US3719428"
"425","US4062186",1976,"FR1029635A"
"426","US4062186",1976,"US2952973"
"427","US4068469",1975,"US3514952"
"428","US4068469",1975,"US3913626"
"429","US4068469",1975,"US3401524"
"430","US4068469",1975,"US3484847"
"431","US4068469",1975,"US3060680"
"432","US4068469",1975,"US2934966"
"433","US4068469",1975,"US3747341"
"434","US4068469",1975,"US3261164"
"435","US4086761",1976,"US3898799"
"436","US4086761",1976,"US3167911"
"437","US4086761",1976,"US3747341"
"438","US4086761",1976,"US3735593"
"439","US4086761",1976,"US4012165"
"440","US4086761",1976,"US3809490"
"441","US4112677",1977,"US3937013"
"442","US4112677",1977,"US1190365"
"443","US4112677",1977,"US3483702"
"444","US4112677",1977,"US3316717"
"445","US4112677",1977,"US3500646"
"446","US4112677",1977,"US3500644"
"447","US4112677",1977,"US2873576"
"448","US4122672",1977,"US3508838"
"449","US4122672",1977,"US3542152"
"450","US4122672",1977,"US3439774"
"451","US4122672",1977,"US3821999"
"452","US4122672",1977,"US3948346"
"453","US4132069",1976,"US3485252"
"454","US4132069",1976,"US2849960"
"455","US4132069",1976,"US3769142"
"456","US4132069",1976,"US3914494"
"457","US4132069",1976,"US3299961"
"458","US4132069",1976,"US3166903"
"459","US4132069",1976,"US3632460"
"460","US4132069",1976,"US3910374"
"461","US4132069",1976,"US3640357"
"462","US4132069",1976,"US3092393"
"463","US4132069",1976,"US3442442"
"464","US4132069",1976,"US3542152"
"465","US4132069",1976,"US3792586"
"466","US4132069",1976,"US3541794"
"467","US4132069",1976,"US3830058"
"468","US4132069",1976,"US3948346"
"469","US4132069",1976,"US3540682"
"470","US4132069",1976,"US3269118"
"471","US4132069",1976,"US3398535"
"472","US4142365",1976,"US3436020"
"473","US4142365",1976,"US3673803"
"474","US4142365",1976,"US3664455"
"475","US4142365",1976,"US3377804"
"476","US4142365",1976,"US2979900"
"477","US4142365",1976,"FR997262A"
"478","US4142365",1976,"US2726091"
"479","US4155221",1976,"US3756026"
"480","US4155221",1976,"US3611724"
"481","US4156344",1976,"US3730639"
"482","US4156344",1976,"US3632223"
"483","US4206597",1976,"US3854287"
"484","US4206597",1976,"US3523423"
"485","US4206597",1976,"US4040250"
"486","US4206597",1976,"US3982389"
"487","US4206597",1976,"US3936226"
"488","US4206597",1976,"US3764814"
"489","US4222234",1977,"US3191886"
"490","US4222234",1977,"AT216838B"
"491","US4222234",1977,"US2912188"
"492","US4222234",1977,"US3433244"
"493","US4222234",1977,"US3886737"
"494","US4222234",1977,"US2281203"
"495","US4222234",1977,"US3394548"
"496","US4222234",1977,"US4054030"
"497","US4222234",1977,"US3792584"
"498","US4222234",1977,"US3761042"
"499","US4222234",1977,"US3368352"
"500","US4222234",1977,"GB1007120A"
"501","US4222234",1977,"US3577736"
"502","US4222234",1977,"US4080785"
"503","US4222234",1977,"DE2153929A1"
"504","US4222235",1977,"US2619795"
"505","US4222235",1977,"US3677012"
"506","US4222235",1977,"US2409177"
"507","US4222235",1977,"US3368352"
"508","US4222235",1977,"US3016698"
"509","US4222235",1977,"DE1077919A"
"510","US4222235",1977,"DE1081277A"
"511","US4222235",1977,"US3632224"
"512","US4222235",1977,"CH246174A"
"513","US4222235",1977,"US4025221"
"514","US4222235",1977,"US3938328"
"515","US4222235",1977,"US2465099"
"516","US4242864",1978,"US4068469"
"517","US4242864",1978,"US3932058"
"518","US4242864",1978,"US3401524"
"519","US4242864",1978,"US3797233"
"520","US4248041",1978,"US3517509"
"521","US4248041",1978,"US3162397"
"522","US4248041",1978,"US3577736"
"523","US4248041",1978,"US3447764"
"524","US4248041",1978,"US3769797"
"525","US4288983",1978,"US3638428"
"526","US4288983",1978,"US3494129"
"527","US4288983",1978,"US3713748"
"528","US4288983",1978,"US4055042"
"529","US4288983",1978,"US4005574"
"530","US4288983",1978,"US3713413"
"531","US4288984",1978,"US3968853"
"532","US4288984",1978,"US3393518"
"533","US4288984",1978,"US4135363"
"534","US4288984",1978,"US3612212"
"535","US4288984",1978,"FR1436412A"
"536","US4288984",1978,"US3174282"
"537","US4288984",1978,"US3583640"
"538","US4288984",1978,"US3527317"
"539","US4288984",1978,"US3137131"
"540","US4288984",1978,"US3514955"
"541","US4288984",1978,"US3495682"
"542","US4288984",1978,"US3618701"
"543","US4306412",1978,"US3867813"
"544","US4306412",1978,"GB1099971A"
"545","US4306412",1978,"US3527317"
"546","US4306412",1978,"US3449914"
"547","US4306412",1978,"US4085583"
"548","US4327548",1980,"US3820719"
"549","US4327548",1980,"US2680948"
"550","US4327548",1980,"US4132068"
"551","US4327548",1980,"US2840984"
"552","US4435958",1981,"US2858671"
"553","US4435958",1981,"US3641766"
"554","US4435958",1981,"US3792584"
"555","US4441314",1982,"US2560091"
"556","US4441314",1982,"US2952125"
"557","US4441314",1982,"US2737249"
"558","US4441314",1982,"US4091613"
"559","US4441314",1982,"US0321694"
"560","US4441314",1982,"US4163366"
"561","US4441314",1982,"US4069662"
"562","US4441314",1982,"US4304093"
"563","US4441314",1982,"US3659417"
"564","US4441314",1982,"US4271666"
"565","US4463552",1981,"US3898799"
"566","US4463552",1981,"US3680309"
"567","US4463552",1981,"GB2014663A"
"568","US4463552",1981,"US3638428"
"569","US4463552",1981,"US2986231"
"570","US4463552",1981,"US3108767"
"571","US4463552",1981,"US4055946"
"572","US4497172",1982,"US2834619"
"573","US4497172",1982,"US2672010"
"574","US4497172",1982,"US3740057"
"575","US4497172",1982,"US4402180"
"576","US4497172",1982,"US3171354"
"577","US4497172",1982,"US3041834"
"578","US4546605",1983,"US4254618"
"579","US4546605",1983,"US2865580"
"580","US4546605",1983,"US2791090"
"581","US4546605",1983,"US3080716"
"582","US4546605",1983,"US3898799"
"583","US4546605",1983,"US4151710"
"584","US4546605",1983,"US4463552"
"585","US4546605",1983,"US2487842"
"586","US4546605",1983,"US2625009"
"587","US4546605",1983,"US4474001"
"588","US4569199",1982,"US4085583"
"589","US4569199",1982,"US4214610"
"590","US4569199",1982,"US4033119"
"591","US4569199",1982,"US4222235"
"592","US4569199",1982,"US2978865"
"593","US4569199",1982,"US2619795"
"594","US4569199",1982,"US3635029"
"595","US4569199",1982,"US3117750"
"596","US4569199",1982,"US3638428"
"597","US4569199",1982,"US3548597"
"598","US4569199",1982,"US4060981"
"599","US4569199",1982,"US3792584"
"600","US4569199",1982,"US4043121"
"601","US4569199",1982,"US4054030"
"602","US4569199",1982,"GB713783A"
"603","US4569199",1982,"US4038818"
"604","US4569199",1982,"US4292802"
"605","US4569199",1982,"US4446696"
"606","US4569199",1982,"US4052845"
"607","US4569199",1982,"US3913321"
"608","US4569199",1982,"US3938328"
"609","US4569199",1982,"US3779282"
"610","US4569199",1982,"US3854286"
"611","US4683717",1985,"FR2496766A1"
"612","US4683717",1985,"FR2337258A1"
"613","US4683717",1985,"GB2061389A"
"614","US4683717",1985,"US4442987"
"615","US4683717",1985,"US4384453"
"616","US4683717",1985,"FR2295876A1"
"617","US4683717",1985,"GB1455603A"
"618","US4683717",1985,"US4361296"
"619","US4683717",1985,"US3541794"
"620","US4683717",1985,"US4502276"
"621","US4683717",1985,"DE1930959A1"
"622","US4683717",1985,"US4055041"
"623","US4683717",1985,"CA875843A"
"624","US4683717",1985,"US4471609"
"625","US4683717",1985,"US3750983"
"626","US4683717",1985,"US4037809"
"627","US4696159",1986,"US3696617"
"628","US4696159",1986,"US4226297"
"629","US4696159",1986,"US4117671"
"630","US4696159",1986,"US4135363"
"631","US4696159",1986,"US3377804"
"632","US4696159",1986,"US3750402"
"633","US4696159",1986,"US4543784"
"634","US4696159",1986,"US4592201"
"635","US4696159",1986,"US3514955"
"636","US4696159",1986,"US4222235"
"637","US4696159",1986,"US4298089"
"638","US4704862",1985,"US3673802"
"639","US4704862",1985,"US3448582"
"640","US4704862",1985,"US3688505"
"641","US4704862",1985,"US3620009"
"642","US4704862",1985,"US4005575"
"643","US4704862",1985,"US3903690"
"644","US4704862",1985,"GB978658A"
"645","US4704862",1985,"GB1197711A"
"646","US4704862",1985,"GB1338499A"
"647","US4704862",1985,"US3924404"
"648","US4704862",1985,"US3468473"
"649","US4704862",1985,"US3462953"
"650","US4744214",1987,"US3823553"
"651","US4744214",1987,"US3169749"
"652","US4744214",1987,"US2837892"
"653","US4744214",1987,"US4193741"
"654","US4744214",1987,"US3761205"
"655","US4744214",1987,"US2971334"
"656","US4744214",1987,"DE1300352A"
"657","US4744214",1987,"US3152443"
"658","US4744214",1987,"US3352114"
"659","US4744214",1987,"US3720060"
"660","US4744214",1987,"US4201513"
"661","US4744214",1987,"US3520134"
"662","US4744214",1987,"US3842595"
"663","US4744214",1987,"US3390527"
"664","US4744214",1987,"US3861139"
"665","US4744214",1987,"US4030288"
"666","US4744214",1987,"US3150820"
"667","US4744214",1987,"US4418528"
"668","US4744214",1987,"US4488399"
"669","US4744214",1987,"US4456425"
"670","US4744214",1987,"US3088278"
"671","US4744214",1987,"US2933893"
"672","US4744214",1987,"US3358440"
"673","US4756153",1987,"US3830058"
"674","US4756153",1987,"FR1075063A"
"675","US4756153",1987,"CH257532A"
"676","US4756153",1987,"US3720060"
"677","US4756153",1987,"GB2083558A"
"678","US4756153",1987,"US3494129"
"679","US4756153",1987,"US3915521"
"680","US4756153",1987,"DE1239889A"
"681","US4756153",1987,"US3363416"
"682","US4766723",1987,"US4603821"
"683","US4766723",1987,"US3750983"
"684","US4766723",1987,"US3222017"
"685","US4766723",1987,"US4266741"
"686","US4766723",1987,"US4555078"
"687","US4766723",1987,"US4683717"
"688","US4766723",1987,"US3070285"
"689","US4766723",1987,"US4458863"
"690","US4766723",1987,"US3837602"
"691","US4766723",1987,"US4037809"
"692","US4766723",1987,"US4658579"
"693","US4825648",1987,"US4683717"
"694","US4825648",1987,"EP0148809A2"
"695","US4825648",1987,"US4585189"
"696","US4825648",1987,"US4037809"
"697","US4825648",1987,"US2863620"
"698","US4825648",1987,"US2879959"
"699","US4825648",1987,"GB1318748A"
"700","US4825648",1987,"US4044973"
"701","US4825648",1987,"EP0147848A2"
"702","US4825648",1987,"GB1520759A"
"703","US4825648",1987,"US4055041"
"704","US4825648",1987,"US4043522"
"705","US4825648",1987,"US3541794"
"706","US4827712",1987,"GB1575360A"
"707","US4827712",1987,"GB1463722A"
"708","US4827712",1987,"US3792586"
"709","US4827712",1987,"US3830058"
"710","US4827712",1987,"GB1345892A"
"711","US4827712",1987,"US2627721"
"712","US4827712",1987,"GB2155110A"
"713","US4827712",1987,"GB692188A"
"714","US4827712",1987,"GB228365A"
"715","US4827712",1987,"GB911160A"
"716","US4841726",1986,"GB695482A"
"717","US4841726",1986,"US3975901"
"718","US4841726",1986,"US4338061"
"719","US4841726",1986,"US4576547"
"720","US4841726",1986,"US3583824"
"721","US4841726",1986,"US4023919"
"722","US4841726",1986,"DE2654300A1"
"723","US4841726",1986,"US4474001"
"724","US4841726",1986,"US3108767"
"725","US4841726",1986,"US4337016"
"726","US4841726",1986,"US4541775"
"727","US4841726",1986,"FR1372176A"
"728","US4841726",1986,"US4217755"
"729","US4841726",1986,"US3365172"
"730","US4841726",1986,"US4069662"
"731","US4841726",1986,"US4271666"
"732","US4841726",1986,"US4304093"
"733","US4864820",1987,"US2526941"
"734","US4864820",1987,"US3117750"
"735","US4864820",1987,"US2526409"
"736","US4864820",1987,"US4488399"
"737","US4864820",1987,"US4566270"
"738","US4864820",1987,"US4569199"
"739","US4864820",1987,"GB601170A"
"740","US4864820",1987,"US3802187"
"741","US4864820",1987,"US3811791"
"742","US4900221",1988,"US3434288"
"743","US4900221",1988,"US3620009"
"744","US4900221",1988,"US4287715"
"745","US4900221",1988,"US3618323"
"746","US4900221",1988,"US3391540"
"747","US4900221",1988,"US3396905"
"748","US4934139",1989,"GB589099A"
"749","US4934139",1989,"GB1195027A"
"750","US4934139",1989,"GB1330904A"
"751","US4934139",1989,"GB1557817A"
"752","US4934139",1989,"US4767270"
"753","US4934139",1989,"US3348379"
"754","US4934139",1989,"GB978041A"
"755","US4934139",1989,"GB588096A"
"756","US4934139",1989,"US3363419"
"757","US4934139",1989,"DE2539297A1"
"758","US4934139",1989,"GB1551881A"
"759","US4934139",1989,"US4389227"
"760","US4934139",1989,"US3618323"
"761","US4947642",1989,"US4790133"
"762","US4947642",1989,"GB2194292A"
"763","US4947642",1989,"DE3611792A1"
"764","US4947642",1989,"GB2129502A"
"765","US4947642",1989,"DE3614157A1"
"766","US4947642",1989,"FR2152466A1"
